# For:  AD Model Builder: using automatic differentiation for statistical inference of highly parameterized complex nonlinear models ||||||||||||||||||||||||||
# Timespan=2012-2017. Indexes=SCI-EXPANDED| ESCI| A&HCI| SSCI| CPCI-SSH| CPCI-S.|||||||||||||||||||||
#||||||||||||||||||||||||||
Title|Authors|Corporate Authors|Editors|Book Editors|Source Title|Publication Date|Publication Year|Volume|Issue|Part Number|Supplement|Special Issue|Beginning Page|Ending Page|Article Number|DOI|Conference Title|Conference Date|Total Citations|Average per Year|2012|2013|2014|2015|2016|2017
Linking time budgets to habitat quality suggests that beavers (Castor canadensis) are energy maximizers|Gallant, Daniel; Leger, Lisa; Tremblay, Eric; Berteaux, Dominique; Lecomte, Nicolas; Vasseur, Liette||||CANADIAN JOURNAL OF ZOOLOGY|OCT 2016|2016|94|10||||671|676||10.1139/cjz-2016-0016|||0|0|0|0|0|0|0|0
Multiple reproductive barriers separate recently diverged sunflower ecotypes|Ostevik, Katherine L.; Andrew, Rose L.; Otto, Sarah P.; Rieseberg, Loren H.||||EVOLUTION|OCT 2016|2016|70|10||||2322|2335||10.1111/evo.13027|||2|0.67|0|0|0|0|0|2
Habitat use by armadillos in agroecosystems of central Argentina: does plot identity matter?|Abba, A. M.; Zufiaurre, E.; Codesido, M.; Bilenca, D. N.||||JOURNAL OF MAMMALOGY|SEP 27 2016|2016|97|5||||1265|1271||10.1093/jmammal/gyw100|||1|0.33|0|0|0|0|0|1
Management of Protected Areas and Its Effect on an Ecosystem Function: Removal of Prosopis flexuosa Seeds by Mammals in Argentinian Drylands|Campos, Claudia M.; Campos, Valeria E.; Miguel, Florencia; Cona, Monica I.||||PLOS ONE|SEP 21 2016|2016|11|9||||||e0162551|10.1371/journal.pone.0162551|||2|0.67|0|0|0|0|0|2
Combined models for pre- and post-treatment longitudinal biomarker data: an application to CD4 counts in HIV-patients|Stirrup, Oliver T.; Babiker, Abdel G.; Copas, Andrew J.||||BMC MEDICAL RESEARCH METHODOLOGY|SEP 15 2016|2016|16|||||||121|10.1186/s12874-016-0187-2|||0|0|0|0|0|0|0|0
Mixed-methods Evaluation of the Good Behaviour Game in English Primary Schools|Coombes, Lindsey; Chan, Gail; Allen, Debby; Foxcroft, David R.||||JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY|SEP-OCT 2016|2016|26|5||||369|387||10.1002/casp.2268|||1|0.33|0|0|0|0|0|1
Alien and native plant establishment in grassland communities is more strongly affected by disturbance than above- and below-ground enemies|Mueller, Gregor; Horstmeyer, Lena; Roenneburg, Tilman; van Kleunen, Mark; Dawson, Wayne||||JOURNAL OF ECOLOGY|SEP 2016|2016|104|5||||1233|1242||10.1111/1365-2745.12601|||5|1.67|0|0|0|0|1|4
Factors affecting the abundance of age-0 Atlantic menhaden (Brevoortia tyrannus) in Chesapeake Bay|Houde, Edward D.; Annis, Eric R.; Harding, Lawrence W., Jr.; Mallonee, Michael E.; Wilberg, Michael J.||||ICES JOURNAL OF MARINE SCIENCE|SEP-OCT 2016|2016|73|9||||2238|2251||10.1093/icesjms/fsw063|||3|1|0|0|0|0|1|2
Communication Value of Mistakes in Dark-Eyed Junco Song|Ferreira, Andre C.; Atwell, Jonathan W.; Whittaker, Danielle J.; Ketterson, Ellen D.; Cardoso, Goncalo C.||||AMERICAN NATURALIST|SEP 2016|2016|188|3||||289|305||10.1086/687520|||1|0.33|0|0|0|0|0|1
Modelling temporal and spatial variability in tag reporting-rates for Newfoundland cod (Gadus morhua)|Konrad, Christoph; Brattey, John; Cadigan, Noel G.||||ENVIRONMENTAL AND ECOLOGICAL STATISTICS|SEP 2016|2016|23|3||||387|403||10.1007/s10651-016-0344-0|||0|0|0|0|0|0|0|0
Male-biased hermaphrodites in a gynodioecious shrub, Daphne jezoensis|Sinclair, J. P.; Kameyama, Y.; Shibata, A.; Kudo, G.||||PLANT BIOLOGY|SEP 2016|2016|18|5||||859|867||10.1111/plb.12463|||1|0.33|0|0|0|0|0|1
Contextual flexibility in the vocal repertoire of an Amazon parrot|Christian Montes-Medina, Adolfo; Salinas-Melgoza, Alejandro; Renton, Katherine||||FRONTIERS IN ZOOLOGY|AUG 26 2016|2016|13|||||||40|10.1186/s12983-016-0169-6|||0|0|0|0|0|0|0|0
Multi-organ Mapping of Cancer Risk|Zhu, Liqin; Finkelstein, David; Gao, Culian; Shi, Lei; Wang, Yongdong; Lopez-Terrada, Dolores; Wang, Kasper; Utley, Sarah; Pounds, Stanley; Neale, Geoffrey; Ellison, David; Onar-Thomas, Arzu; Gilbertson, Richard James||||CELL|AUG 25 2016|2016|166|5||||1132|+||10.1016/j.cell.2016.07.045|||16|5.33|0|0|0|0|0|16
DNA barcoding and surveillance sampling strategies for Culicoides biting midges (Diptera: Ceratopogonidae) in southern India|Harrup, Lara E.; Laban, Swathi; Purse, Bethan V.; Reddy, Yarabolu Krishnamohan; Reddy, Yella Narasimha; Byregowda, Sonnahallipura Munivenkatappa; Kumar, Naveen; Purushotham, Kondappa Muniramaiah; Kowalli, Shrikant; Prasad, Minakshi; Prasad, Gaya; Bettis, Alison A.; De Keyser, Rien; Logan, James; Garros, Claire; Gopurenko, David; Bellis, Glenn; Labuschagne, Karien; Mathieu, Bruno; Carpenter, Simon||||PARASITES & VECTORS|AUG 22 2016|2016|9|||||||461|10.1186/s13071-016-1722-z|||2|0.67|0|0|0|0|0|1
Evaluating long-term monitoring of temperate reef fishes: A simulation testing framework to compare methods|Parker, Denham; Winker, Henning; Bernard, Anthony; Gotz, Albrecht||||ECOLOGICAL MODELLING|AUG 10 2016|2016|333||||1|1|10||10.1016/j.ecolmodel.2016.04.006|||2|0.67|0|0|0|0|0|2
Development and validation of a climate-based ensemble prediction model for West Nile Virus infection rates in Culex mosquitoes, Suffolk County, New York|Little, Eliza; Campbell, Scott R.; Shaman, Jeffrey||||PARASITES & VECTORS|AUG 9 2016|2016|9|||||||443|10.1186/s13071-016-1720-1|||2|0.67|0|0|0|0|0|1
Size-dependent mortality rate profiles|Roa-Ureta, Ruben H.||||JOURNAL OF THEORETICAL BIOLOGY|AUG 7 2016|2016|402|||||107|116||10.1016/j.jtbi.2016.05.012|||0|0|0|0|0|0|0|0
CHEMOTYPIC Variation in Volatiles and Herbivory for Sagebrush|Karban, Richard; Grof-Tisza, Patrick; Blande, James D.||||JOURNAL OF CHEMICAL ECOLOGY|AUG 2016|2016|42|8||||829|840||10.1007/s10886-016-0741-8|||1|0.33|0|0|0|0|0|1
Effectiveness of corridor vegetation depends on urbanization tolerance of forest birds in central Tokyo, Japan|Matsuba, Misako; Nishijima, Shota; Katoh, Kazuhiro||||URBAN FORESTRY & URBAN GREENING|AUG 1 2016|2016|18|||||173|181||10.1016/j.ufug.2016.05.011|||3|1|0|0|0|0|1|2
Distribution of common stickleback parasites on North Uist, Scotland, in relation to ecology and host traits|Rahn, Anna K.; Esser, Elisabeth; Reher, Stephanie; Ihlow, Flora; MacColl, Andrew D. C.; Bakker, Theo C. M.||||ZOOLOGY|AUG 2016|2016|119|4||||395|402||10.1016/j.zool.2016.05.009|||0|0|0|0|0|0|0|0
Short-term Effects of Variable-Retention Logging Practices on Terrestrial Gastropods in Coastal Forests of British Columbia|Ovaska, Kristiina; Sopuck, Lennart; Robichaud, David||||NORTHWEST SCIENCE|AUG 2016|2016|90|3||||260|277||10.3955/046.090.0304                                                            |||0|0|0|0|0|0|0|0
Fish communities associated with cold-water corals vary with depth and substratum type|Milligan, Rosanna J.; Spence, Gemma; Roberts, J. Murray; Bailey, David M.||||DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS|AUG 2016|2016|114|||||43|54||10.1016/j.dsr.2016.04.011|||2|0.67|0|0|0|0|0|2
Regulation of vernal migration in Gambel's white-crowned sparrows: Role of thyroxine and triiodothyronine|Perez, Jonathan H.; Furlow, J. David; Wingfield, John C.; Ramenofsky, Marilyn||||HORMONES AND BEHAVIOR|AUG 2016|2016|84|||||50|56||10.1016/j.yhbeh.2016.05.021|||6|2|0|0|0|0|1|5
The effects of adult sex ratio on mating competition in male and female guppies (Poecilia reticulata) in two wild populations|Chuard, Pierre J. C.; Brown, Grant E.; Grant, James W. A.||||BEHAVIOURAL PROCESSES|AUG 2016|2016|129|||||1|10||10.1016/j.beproc.2016.05.001|||0|0|0|0|0|0|0|0
A state-space approach to incorporating environmental effects on recruitment in an age-structured assessment model with an application to southern New England yellowtail flounder|Miller, Timothy J.; Hare, Jonathan A.; Alade, Larry A.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|AUG 2016|2016|73|8||||1261|1270||10.1139/cjfas-2015-0339|||3|1|0|0|0|0|0|2
Specialist pollinators deplete pollen in the spring ephemeral wildflower Claytonia virginica|Parker, Alison J.; Williams, Neal M.; Thomson, James D.||||ECOLOGY AND EVOLUTION|AUG 2016|2016|6|15||||5169|5177||10.1002/ece3.2252|||1|0.33|0|0|0|0|0|1
Visitation rate of pollinators and nectar robbers to the flowers and inflorescences of Tabebuia aurea (Bignoniaceae): effects of floral display size and habitat fragmentation|Lobo, Jorge A.; Ramos, Davi De Lacerda; Braga, Aline Cabral||||BOTANICAL JOURNAL OF THE LINNEAN SOCIETY|AUG 2016|2016|181|4||||667|681||10.1111/boj.12435|||1|0.33|0|0|0|0|0|1
Song and Male Quality in Prairie Warblers|Byers, Bruce E.; Akresh, Michael E.; King, David I.||||ETHOLOGY|AUG 2016|2016|122|8||||660|670||10.1111/eth.12513|||3|1|0|0|0|0|0|3
Growth functions that incorporate the cost of reproduction|Minte-Vera, Carolina V.; Maunder, Mark N.; Casselman, John M.; Campana, Steven E.||||FISHERIES RESEARCH|AUG 2016|2016|180||||SI|31|44||10.1016/j.fishres.2015.10.023|||5|1.67|0|0|0|0|1|4
Estimating fish growth for stock assessments using both age-length and tagging-increment data|Francis, R. I. C. Chris; Aires-da-Silva, Alexandre M.; Maunder, Mark N.; Schaefer, Kurt M.; Fuller, Daniel W.||||FISHERIES RESEARCH|AUG 2016|2016|180||||SI|113|118||10.1016/j.fishres.2015.06.011|||4|1.33|0|0|0|0|2|2
An empirical weight-at-age approach reduces estimation bias compared to modeling parametric growth in integrated, statistical stock assessment models when growth is time varying|Kuriyama, Peter T.; Ono, Kotaro; Hurtado-Ferro, Felipe; Hicks, Allan C.; Taylor, Ian G.; Licandeo, Roberto R.; Johnson, Kelli F.; Anderson, Sean C.; Monnahan, Cole C.; Rudd, Merrill B.; Stawitz, Christine C.; Valero, Juan L.||||FISHERIES RESEARCH|AUG 2016|2016|180||||SI|119|127||10.1016/j.fishres.2015.09.007|||3|1|0|0|0|0|2|1
Evaluation of using random-at-length observations and an equilibrium approximation of the population age structure in fitting the von Bertalanffy growth function|Piner, Kevin R.; Lee, Hui-Hua; Maunder, Mark N.||||FISHERIES RESEARCH|AUG 2016|2016|180||||SI|128|137||10.1016/j.fishres.2015.05.024|||5|1.67|0|0|0|0|2|3
Estimating growth within size-structured fishery stock assessments: What is the state of the art and what does the future look like?|Punt, Andre E.; Haddon, Malcolm; McGarvey, Richard||||FISHERIES RESEARCH|AUG 2016|2016|180||||SI|147|160||10.1016/j.fishres.2014.11.007|||7|2.33|0|0|0|0|5|2
Estimation of size-transition matrices with and without molt probability for Alaska golden king crab using tag-recapture data|Siddeek, M. S. M.; Zheng, J.; Punt, A. E.; Vanek, Vicki||||FISHERIES RESEARCH|AUG 2016|2016|180||||SI|161|168||10.1016/j.fishres.2015.04.013|||3|1|0|0|0|0|0|3
Modeling Zero-Inflated and Overdispersed Count Data: An Empirical Study of School Suspensions|Desjardins, Christopher David||||JOURNAL OF EXPERIMENTAL EDUCATION|JUL 2 2016|2016|84|3||||449|472||10.1080/00220973.2015.1054334|||0|0|0|0|0|0|0|0
Hedgerow presence does not enhance indicators of nest-site habitat quality or nesting rates of ground-nesting bees|Sardinas, Hillary S.; Ponisio, Lauren C.; Kremen, Claire||||RESTORATION ECOLOGY|JUL 2016|2016|24|4||||499|505||10.1111/rec.12338|||4|1.33|0|0|0|0|0|4
Restoration of sub-alpine shrub-encroached grasslands through pastoral practices: effects on vegetation structure and botanical composition|Pittarello, Marco; Probo, Massimiliano; Lonati, Michele; Lombardi, Giampiero||||APPLIED VEGETATION SCIENCE|JUL 2016|2016|19|3||||381|390||10.1111/avsc.12222|||9|3|0|0|0|0|3|6
Beyond animals and plants: dynamic maternal effects in the fungus Neurospora crassa|Zimmerman, K. C. K.; Levitis, D. A.; Pringle, A.||||JOURNAL OF EVOLUTIONARY BIOLOGY|JUL 2016|2016|29|7||||1379|1393||10.1111/jeb.12878|||0|0|0|0|0|0|0|0
Accounting for correlated observations in an age-based state-space stock assessment model|Berg, Casper W.; Nielsen, Anders||||ICES JOURNAL OF MARINE SCIENCE|JUL 2016|2016|73|7||||1788|1797||10.1093/icesjms/fsw046|||4|1.33|0|0|0|0|0|4
Anthropogenic impacts on Costa Rican bat parasitism are sex specific|Frank, Hannah K.; Mendenhall, Chase D.; Judson, Seth D.; Daily, Gretchen C.; Hadly, Elizabeth A.||||ECOLOGY AND EVOLUTION|JUL 2016|2016|6|14||||4898|4909||10.1002/ece3.2245|||2|0.67|0|0|0|0|0|2
Increased Sediment Loads in Alpine Streams: An Integrated Field Study|Bona, F.; Doretto, A.; Falasco, E.; La Morgia, V.; Piano, E.; Ajassa, R.; Fenoglio, S.||||RIVER RESEARCH AND APPLICATIONS|JUL 2016|2016|32|6||||1316|1326||10.1002/rra.2941|||3|1|0|0|0|0|1|2
Nest defense and parental investment in Song Sparrows (Melospiza melodia)|Morrell, N.; Johnson, K. M.; Tarwater, C. E.; Arcese, P.||||CANADIAN JOURNAL OF ZOOLOGY|JUL 2016|2016|94|7||||473|477||10.1139/cjz-2016-0042|||0|0|0|0|0|0|0|0
Trade-offs between accuracy and interpretability in von Bertalanffy random-effects models of growth|Vincenzi, Simone; Crivelli, Alain J.; Munch, Stephan; Skaug, Hans J.; Mangel, Marc||||ECOLOGICAL APPLICATIONS|JUL 2016|2016|26|5||||1535|1552||10.1890/15-1177|||0|0|0|0|0|0|0|0
Using time-varying asymptotic length and body condition of top piscivores to indicate ecosystem regime shift in the main basin of Lake Huron: a Bayesian hierarchical modeling approach|He, Ji X.; Bence, James R.; Roseman, Edward F.; Fielder, David G.; Ebener, Mark P.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|JUL 2016|2016|73|7||||1092|1103||10.1139/cjfas-2015-0235|||1|0.33|0|0|0|0|1|0
Manipulation of Basking Sites for Endangered Eastern Massasauga Rattlesnakes|Johnson, Brent D.; Gibbs, James P.; Bell, Thomas A., Jr.; Shoemaker, Kevin T.||||JOURNAL OF WILDLIFE MANAGEMENT|JUL 2016|2016|80|5||||803|811||10.1002/jwmg.21079|||0|0|0|0|0|0|0|0
Local landscape heterogeneity affects crop colonization by natural enemies of pests in protected horticultural cropping systems|Aviron, Stephanie; Poggi, Sylvain; Varennes, Yann-David; Lefevre, Amelie||||AGRICULTURE ECOSYSTEMS & ENVIRONMENT|JUL 1 2016|2016|227|||||1|10||10.1016/j.agee.2016.04.013|||2|0.67|0|0|0|0|0|2
Migration, distribution and population (stock) structure of shallow-water hake (Merluccius capensis) in the Benguela Current Large Marine Ecosystem inferred using a geostatistical population model|Jansen, Teunis; Kristensen, Kasper; Kainge, Paulus; Durholtz, Deon; Stromme, Tore; Thygesen, Uffe Hogsbro; Wilhelm, Margit R.; Kathena, John; Fairweather, Tracey P.; Paulus, Sarah; Degel, Henrik; Lipinski, Marek R.; Beyer, Jan E.||||FISHERIES RESEARCH|JUL 2016|2016|179|||||156|167||10.1016/j.fishres.2016.02.026|||8|2.67|0|0|0|0|1|7
Occasional reduced tillage in organic farming can promote earthworm performance and resource efficiency|Moos, Jan Hendrik; Schrader, Stefan; Paulsen, Hans Marten; Rahmann, Gerold||||APPLIED SOIL ECOLOGY|JUL 2016|2016|103|||||22|30||10.1016/j.apsoil.2016.01.017|||2|0.67|0|0|0|0|0|2
The long-term effects of invasive signal crayfish (Pacifastacus leniusculus) on instream macroinvertebrate communities|Mathers, Kate L.; Chadd, Richard P.; Dunbar, Michael J.; Extence, Chris A.; Reeds, Jake; Rice, Stephen P.; Wood, Paul J.||||SCIENCE OF THE TOTAL ENVIRONMENT|JUN 15 2016|2016|556|||||207|218||10.1016/j.scitotenv.2016.01.215|||6|2|0|0|0|0|1|5
Fire severity mediates seedling recruitment patterns in slender mulga (Acacia aptaneura), a fire-sensitive Australian desert shrub with heat-stimulated germination|Wright, Boyd R.; Latz, Peter K.; Zuur, A. F.||||PLANT ECOLOGY|JUN 2016|2016|217|6||||789|800||10.1007/s11258-015-0550-0|||5|1.67|0|0|0|0|1|4
Ungulate impacts on herbaceous-layer plant communities in even-aged and uneven-aged managed forests|Murray, Bryan D.; Webster, Christopher R.; Jenkins, Michael A.; Saunders, Michael R.; Haulton, G. Scott||||ECOSPHERE|JUN 2016|2016|7|6||||||e01378|10.1002/ecs2.1378|||1|0.33|0|0|0|0|0|1
Influence of salvage logging on forest recovery following intermediate severity canopy disturbances in mixed beech dominated forests of Slovenia|Fidej, Gal; Rozman, Andrej; Nagel, Thomas A.; Dakskobler, Igor; Diaci, Jurij||||IFOREST-BIOGEOSCIENCES AND FORESTRY|JUN 2016|2016|9|||||430|436||10.3832/ifor1616-008|||1|0.33|0|0|0|0|0|1
A Comparison of Four Survey Methods for Detecting Fox Squirrels in the Southeastern United States|Greene, Daniel U.; McCleery, Robert A.; Wagner, Lindsay M.; Garrison, Elina P.||||JOURNAL OF FISH AND WILDLIFE MANAGEMENT|JUN 2016|2016|7|1||||99|106||10.3996/082015-JFWM-080|||2|0.67|0|0|0|0|0|2
Bears and berries: species-specific selective foraging on a patchily distributed food resource in a human-altered landscape|Hertel, Anne G.; Steyaert, Sam M. J. G.; Zedrosser, Andreas; Mysterud, Atle; Lodberg-Holm, Hanna K.; Gelink, Henriette Wathne; Kindberg, Jonas; Swenson, Jon E.||||BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY|JUN 2016|2016|70|6||||831|842||10.1007/s00265-016-2106-2|||5|1.67|0|0|0|0|2|2
Spread and establishment of Aedes albopictus in southern Switzerland between 2003 and 2014: an analysis of oviposition data and weather conditions|Flacio, Eleonora; Engeler, Lukas; Tonolla, Mauro; Mueller, Pie||||PARASITES & VECTORS|MAY 26 2016|2016|9|||||||304|10.1186/s13071-016-1577-3|||2|0.67|0|0|0|0|0|2
State-space models' dirty little secrets: even simple linear Gaussian models can have estimation problems|Auger-Methe, Marie; Field, Chris; Albertsen, Christoffer M.; Derocher, Andrew E.; Lewis, Mark A.; Jonsen, Ian D.; Flemming, Joanna Mills||||SCIENTIFIC REPORTS|MAY 25 2016|2016|6|||||||26677|10.1038/srep26677|||4|1.33|0|0|0|0|1|3
Increased androgenic sensitivity in the hind limb muscular system marks the evolution of a derived gestural display|Mangiamele, Lisa A.; Fuxjager, Matthew J.; Schuppe, Eric R.; Taylor, Rebecca S.; Hoedl, Walter; Preininger, Doris||||PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA|MAY 17 2016|2016|113|20||||5664|5669||10.1073/pnas.1603329113|||3|1|0|0|0|0|0|3
No association between the use of Bti for mosquito control and the dynamics of non-target aquatic invertebrates in French coastal and continental wetlands|Lagadic, Laurent; Schaefer, Ralf B.; Roucaute, Marc; Szoecs, Eduard; Chouin, Sebastien; de Maupeou, Jerome; Duchet, Claire; Franquet, Evelyne; Le Hunsec, Benoit; Bertrand, Celine; Fayolle, Stephanie; Frances, Benoit; Rozier, Yves; Foussadier, Remi; Santoni, Jean-Baptiste; Lagneau, Christophe||||SCIENCE OF THE TOTAL ENVIRONMENT|MAY 15 2016|2016|553|||||486|494||10.1016/j.scitotenv.2016.02.096|||6|2|0|0|0|0|1|5
Effects of Gear Restriction on the Abundance of Juvenile Fishes along Sandy Beaches in Hawai'i|Donovan, Mary K.; Friedlander, Alan M.; Usseglio, Paolo; Goodell, Whitney; Iglesias, Ily; Schemmel, Eva M.; Stamoulis, Kostantinos A.; Filous, Alexander; Giddens, Jonatha; Kamikawa, Keith; Koike, Haruko; McCoy, Kaylyn; Wall, Christopher B.||||PLOS ONE|MAY 12 2016|2016|11|5||||||e0155221|10.1371/journal.pone.0155221|||1|0.33|0|0|0|0|0|1
Mapping the Cultural Learnability Landscape of Danger|Barrett, H. Clark; Peterson, Christopher D.; Frankenhuis, Willem E.||||CHILD DEVELOPMENT|MAY-JUN 2016|2016|87|3||||770|781||10.1111/cdev.12495|||2|0.67|0|0|0|0|1|1
Who directs group movement? Leader effort versus follower preference in stickleback fish of different personality|Nakayama, Shinnosuke; Harcourt, Jennifer L.; Johnstone, Rufus A.; Manica, Andrea||||BIOLOGY LETTERS|MAY 1 2016|2016|12|5||||||20160207|10.1098/rsbl.2016.0207|||0|0|0|0|0|0|0|0
The effect of Pseudo-nitzschia seriata on grazing and fecundity of Calanus finmarchicus and Calanus glacialis|Miesner, Anna K.; Lundholm, Nina; Krock, Bernd; Nielsen, Torkel Gissel||||JOURNAL OF PLANKTON RESEARCH|MAY 2016|2016|38|3||||564|574||10.1093/plankt/fbw015|||1|0.33|0|0|0|0|0|1
Fitness consequences of artificial selection on relative male genital size|Booksmythe, Isobel; Head, Megan L.; Keogh, J. Scott; Jennions, Michael D.||||NATURE COMMUNICATIONS|MAY 2016|2016|7|||||||11597|10.1038/ncomms11597|||8|2.67|0|0|0|0|3|5
Information warfare in avian families: sex-specific begging responses to need and social environment in canary nestlings|Fresneau, Nolwenn; Muller, Wendt||||ANIMAL BEHAVIOUR|MAY 2016|2016|115|||||137|143||10.1016/j.anbehav.2016.03.015|||0|0|0|0|0|0|0|0
Shy is sometimes better: personality and juvenile body mass affect adult reproductive success in wild boars, Sus scrofa|Vetter, Sebastian G.; Brandstaetter, Constanze; Macheiner, Marie; Suchentrunk, Franz; Gerritsmann, Hanno; Bieber, Claudia||||ANIMAL BEHAVIOUR|MAY 2016|2016|115|||||193|205||10.1016/j.anbehav.2016.03.026|||5|1.67|0|0|0|0|0|5
Performance of two alpine plant species along environmental gradients in an alpine meadow ecosystem in central Tibet|Dorji, Tsechoe; Moe, Stein R.; Klein, Julia A.; Wang, Shiping; Totland, Orjan||||ECOLOGICAL RESEARCH|MAY 2016|2016|31|3||||417|426||10.1007/s11284-016-1350-2|||1|0.33|0|0|0|0|1|0
Movement and survival of an amphibian in relation to sediment and culvert design|Honeycutt, R. Ken; Lowe, Winsor H.; Hossack, Blake R.||||JOURNAL OF WILDLIFE MANAGEMENT|MAY 2016|2016|80|4||||761|770||10.1002/jwmg.1056|||2|0.67|0|0|0|0|1|1
