#For:  AD Model Builder: using automatic differentiation for statistical inference of highly parameterized complex nonlinear models ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#Timespan=All years. Indexes=SCI-EXPANDED, ESCI, A&HCI, SSCI.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Title|Authors|Corporate Authors|Editors|Book Editors|Source Title|Publication Date|Publication Year|Volume|Issue|Part Number|Supplement|Special Issue|Beginning Page|Ending Page|Article Number|DOI|Conference Title|Conference Date|Total Citations|Average per Year|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019
Life-Space Mobility Change Predicts 6-Month Mortality|Kennedy, Richard E.; Sawyer, Patricia; Williams, Courtney P.; Lo, Alexander X.; Ritchie, Christine S.; Roth, David L.; Allman, Richard M.; Brown, Cynthia J.||||JOURNAL OF THE AMERICAN GERIATRICS SOCIETY|APR 2017|2017|65|4||||833|838||10.1111/jgs.14738|||7|2.33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0
Land use and household energy dynamics in Malawi|Jagger, Pamela; Perez-Heydrich, Carolina||||ENVIRONMENTAL RESEARCH LETTERS|DEC 2016|2016|11|12||||||125004|10.1088/1748-9326/11/12/125004|||7|1.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|1
Development and validation of a climate-based ensemble prediction model for West Nile Virus infection rates in Culex mosquitoes, Suffolk County, New York|Little, Eliza; Campbell, Scott R.; Shaman, Jeffrey||||PARASITES & VECTORS|AUG 9 2016|2016|9|||||||443|10.1186/s13071-016-1720-1|||7|1.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|1
Effectiveness of corridor vegetation depends on urbanization tolerance of forest birds in central Tokyo, Japan|Matsuba, Misako; Nishijima, Shota; Katoh, Kazuhiro||||URBAN FORESTRY & URBAN GREENING|AUG 1 2016|2016|18|||||173|181||10.1016/j.ufug.2016.05.011|||7|1.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|2|1
Accounting for correlated observations in an age-based state-space stock assessment model|Berg, Casper W.; Nielsen, Anders||||ICES JOURNAL OF MARINE SCIENCE|JUL 2016|2016|73|7||||1788|1797||10.1093/icesjms/fsw046|||7|1.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|1|2
Spread and establishment of Aedes albopictus in southern Switzerland between 2003 and 2014: an analysis of oviposition data and weather conditions|Flacio, Eleonora; Engeler, Lukas; Tonolla, Mauro; Mueller, Pie||||PARASITES & VECTORS|MAY 26 2016|2016|9|||||||304|10.1186/s13071-016-1577-3|||7|1.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|1
Mapping the Cultural Learnability Landscape of Danger|Barrett, H. Clark; Peterson, Christopher D.; Frankenhuis, Willem E.||||CHILD DEVELOPMENT|MAY-JUN 2016|2016|87|3||||770|781||10.1111/cdev.12495|||7|1.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|4|1
Landscape complexity and field margin vegetation diversity enhance natural enemies and reduce herbivory by Lepidoptera pests on tomato crop|Balzan, Mario V.; Bocci, Gionata; Moonen, Anna-Camilla||||BIOCONTROL|APR 2016|2016|61|2||||141|154||10.1007/s10526-015-9711-2|||7|1.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|1
Inverse estimation of integral projection model parameters using time series of population-level data|Gonzalez, Edgar J.; Martorell, Carlos; Bolker, Benjamin M.||||METHODS IN ECOLOGY AND EVOLUTION|FEB 2016|2016|7|2||||147|156||10.1111/2041-210X.12519|||7|1.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|1|2|0
Surveillance and Control of Aedes albopictus in the Swiss-Italian Border Region: Differences in Egg Densities between Intervention and Non-intervention Areas|Suter, Tobias T.; Flacio, Eleonora; Farina, Begona Feijoo; Engeler, Lukas; Tonolla, Mauro; Regis, Leda N.; de Melo Santos, Maria A. V.; Mueller, Pie||||PLOS NEGLECTED TROPICAL DISEASES|JAN 2016|2016|10|1||||||e0004315|10.1371/journal.pntd.0004315|||7|1.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|2|0
Experimental fertilization increases amino acid content in floral nectar, fruit set and degree of selfing in the orchid Gymnadenia conopsea|Gijbels, Pieter; Ceulemans, Tobias; Van den Ende, Wim; Honnay, Olivier||||OECOLOGIA|NOV 2015|2015|179|3||||785|795||10.1007/s00442-015-3381-8|||7|1.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|2|0
Is It Necessary Managing Carnivores to Reverse the Decline of Endangered Prey Species? Insights from a Removal Experiment of Mesocarnivores to Benefit Demographic Parameters of the Pyrenean Capercaillie|Moreno-Opo, Ruben; Afonso, Ivan; Jimenez, Jose; Fernandez-Olalla, Mariana; Canut, Jordi; Garcia-Ferre, Diego; Pique, Josep; Garcia, Francisco; Roig, Job; Munoz-Igualada, Jaime; Mariano Gonzalez, Luis; Vicente Lopez-Bao, Jose||||PLOS ONE|OCT 21 2015|2015|10|10||||||e0139837|10.1371/journal.pone.0139837|||7|1.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|1
Host sex and age influence endoparasite burdens in the gray mouse lemur|Haemaelaeinen, Anni; Raharivololona, Brigitte; Ravoniarimbinina, Pascaline; Kraus, Cornelia||||FRONTIERS IN ZOOLOGY|OCT 1 2015|2015|12|||||||25|10.1186/s12983-015-0118-9|||7|1.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|1|0
Indirect effects of red imported fire ants on Attwater's prairie-chicken brood survival|Morrow, Michael E.; Chester, Rebecca E.; Lehnen, Sarah E.; Drees, Bastiaan M.; Toepfer, John E.||||JOURNAL OF WILDLIFE MANAGEMENT|AUG 2015|2015|79|6||||898|906||10.1002/jwmg.915|||7|1.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|2|0
Woody regeneration response to over a decade of deer population reductions in Indiana state parks|Jenkins, Lindsay H.; Murray, Bryan D.; Jenkins, Michael A.; Webster, Christopher R.||||JOURNAL OF THE TORREY BOTANICAL SOCIETY|JUL 2015|2015|142|3||||205|219||10.3159/TORREY-D-14-00047.1|||7|1.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|4|0
Alternative approaches to assessing the natural regeneration of Scots pine in a Mediterranean forest|Moreno-Fernandez, Daniel; Canellas, Isabel; Barbeito, Ignacio; Sanchez-Gonzalez, Mariola; Ledo, Alicia||||ANNALS OF FOREST SCIENCE|JUL 2015|2015|72|5||||569|583||10.1007/s13595-015-0479-4|||7|1.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|3|0
Sheep farming and large carnivores: What are the factors influencing claimed losses?|Mabille, Geraldine; Stien, Audun; Tveraa, Torkild; Mysterud, Atle; Broseth, Henrik; Linnell, John D. C.||||ECOSPHERE|MAY 2015|2015|6|5||||||82|10.1890/ES14-00444.1|||7|1.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|2|0
Identifying the selective pressures underlying offspring sex-ratio adjustments: a case study in a wild seabird|Merkling, Thomas; Welcker, Jorg; Hewison, A. J. Mark; Hatch, Scott A.; Kitaysky, Alexander S.; Speakman, John R.; Danchin, Etienne; Blanchard, Pierrick||||BEHAVIORAL ECOLOGY|MAY-JUN 2015|2015|26|3||||916|925||10.1093/beheco/arv032|||7|1.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|1|0
Yield-biodiversity trade-off in patchy fields of Miscanthus x giganteus|Dauber, Jens; Cass, Susannah; Gabriel, Doreen; Harte, Kate; Astroem, Sandra; O'Rourke, Erin; Stout, Jane C.||||GLOBAL CHANGE BIOLOGY BIOENERGY|MAY 2015|2015|7|3||||455|467||10.1111/gcbb.12167|||7|1.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|0|1
Estimating ecological production from biomass|Jenkins, David G.||||ECOSPHERE|APR 2015|2015|6|4||||||49|10.1890/ES14-00409.1|||7|1.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|2|0
Demographic analysis of the shortfin mako shark, Isurus oxyrinchus, in the Northwest Pacific using a two-sex stage-based matrix model|Tsai, Wen-Pei; Sun, Chi-Lu; Punt, Andre E.; Liu, Kwang-Ming||||ICES JOURNAL OF MARINE SCIENCE|SEP-OCT 2014|2014|71|7||||1604|1618||10.1093/icesjms/fsu056|||7|1.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|1|0
Host Density and Competency Determine the Effects of Host Diversity on Trematode Parasite Infection|Wojdak, Jeremy M.; Edman, Robert M.; Wyderko, Jennie A.; Zemmer, Sally A.; Belden, Lisa K.||||PLOS ONE|AUG 13 2014|2014|9|8||||||e105059|10.1371/journal.pone.0105059|||7|1.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|1|2|0
Dominance of an invasive fruit fly species, Bactrocera invadens, along an altitudinal transect in Morogoro, Eastern Central Tanzania|Geurts, K.; Mwatawala, M. W.; De Meyer, M.||||BULLETIN OF ENTOMOLOGICAL RESEARCH|JUN 2014|2014|104|3||||288|294||10.1017/S0007485313000722|||7|1.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|1|2|0
Influence of Climatic Conditions and Elevation on the Spatial Distribution and Abundance of Trypodendron ambrosia Beetles (Coleoptera: Curculionidae: Scolytinae) in Alaska|Reich, Robin M.; Lundquist, John E.; Acciavatti, Robert E.||||FOREST SCIENCE|APR 2014|2014|60|2||||308|316||10.5849/forsci.12-092|||7|1.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|0|2|1
An evaluation of the synchronization in the dynamics of blue crab (Callinectes sapidus) populations in the western Atlantic|Colton, A. R.; Wilberg, M. J.; Coles, V. J.; Miller, T. J.||||FISHERIES OCEANOGRAPHY|MAR 2014|2014|23|2||||132|146||10.1111/fog.12048|||7|1.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|1|3|0|0
Influence of increased cod abundance and temperature on recruitment of northern shrimp (Pandalus borealis)|Jonsdottir, Ingibjoerg G.; Magnusson, Arni; Skuladottir, Unnur||||MARINE BIOLOGY|MAY 2013|2013|160|5||||1203|1211||10.1007/s00227-013-2172-1|||7|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|2|0
Hopper parasitoids do not significantly benefit from non-crop habitats in rice production landscapes|Sann, Christina; Theodorou, Panagiotis; Heong, Kong Luen; Villareal, Sylvia; Settele, Josef; Vidal, Stefan; Westphal, Catrin||||AGRICULTURE ECOSYSTEMS & ENVIRONMENT|FEB 15 2018|2018|254|||||224|232||10.1016/j.agee.2017.11.035|||6|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0
Interacting effects of wildlife loss and climate on ticks and tick-borne disease|Titcomb, Georgia; Allan, Brian F.; Ainsworth, Tyler; Henson, Lauren; Hedlund, Tyler; Pringle, Robert M.; Palmer, Todd M.; Njoroge, Laban; Campana, Michael G.; Fleischer, Robert C.; Mantas, John Naisikie; Young, Hillary S.||||PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES|SEP 13 2017|2017|284|1862||||||20170475|10.1098/rspb.2017.0475|||6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|1
Fire severity alters the distribution of pyrogenic carbon stocks across ecosystem pools in a Californian mixed-conifer forest|Maestrini, Bernardo; Alvey, Erin C.; Hurteau, Matthew D.; Safford, Hugh; Miesel, Jessica R.||||JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES|SEP 2017|2017|122|9||||2338|2355||10.1002/2017JG003832|||6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2
Socio-Ecological Mechanisms Supporting High Densities of Aedes albopictus (Diptera: Culicidae) in Baltimore, MD|Little, E.; Biehler, D.; Leisnham, P. T.; Jordan, R.; Wilson, S.; LaDeau, S. L.||||JOURNAL OF MEDICAL ENTOMOLOGY|SEP 2017|2017|54|5||||1183|1192||10.1093/jme/tjx103|||6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|0
Long-term use of uneven-aged silviculture in mixed mountain Dinaric forests: a comparison of old-growth and managed stands|Adamic, Matevz; Diaci, Jurij; Rozman, Andrej; Hladnik, David||||FORESTRY|APR 2017|2017|90|2||||279|291||10.1093/forestry/cpw052|||6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|1
Causes and consequences of intergroup conflict in cooperative banded mongooses|Thompson, Faye J.; Marshall, Harry H.; Vitikainen, Emma I. K.; Cant, Michael A.||||ANIMAL BEHAVIOUR|APR 2017|2017|126|||||31|40||10.1016/j.anbehav.2017.01.017|||6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|0
Biotic interaction effects on seedling recruitment along bioclimatic gradients: testing the stress-gradient hypothesis|Klanderud, Kari; Meineri, Eric; Topper, Joachim; Michel, Pascale; Vandvik, Vigdis||||JOURNAL OF VEGETATION SCIENCE|MAR 2017|2017|28|2||||347|356||10.1111/jvs.12495|||6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|0
Postbreeding Movements in Marbled Newts (Caudata, Salamandridae): A Comparative Radiotracking Study in Two Habitat Types|Trochet, Audrey; Le Chevalier, Hugo; Calvez, Olivier; Barthe, Laurent; Isselin-Nondedeu, Francis; Picard, Damien; Debelgarric, Melanie; Pegourie, Ninon; Rocher, Rozenn; Riberon, Alexandre||||HERPETOLOGICA|MAR 2017|2017|73|1||||1|9|||||6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|2
Floated cod pots with one entrance reduce probability of escape and increase catch rates compared with pots with two entrances|Jorgensen, Terje; Lokkeborg, Svein; Furevik, Dag; Humborstad, Odd-Borre; De Carlo, Francesco||||FISHERIES RESEARCH|MAR 2017|2017|187|||||41|46||10.1016/j.fishres.2016.10.016|||6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|1
Effects of traditional salt placement and strategically placed mineral mix supplements oncattle distribution in the Western Italian Alps|Pittarello, M.; Probo, M.; Lonati, M.; Bailey, D. W.; Lombardi, G.||||GRASS AND FORAGE SCIENCE|DEC 2016|2016|71|4||||529|539||10.1111/gfs.12196|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0
Comparing diversity to flower-bee interaction networks reveals unsuccessful foraging of native bees in disturbed habitats|Carman, Karlie; Jenkins, David G.||||BIOLOGICAL CONSERVATION|OCT 2016|2016|202|||||110|118||10.1016/j.biocon.2016.08.030|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|1
Alien and native plant establishment in grassland communities is more strongly affected by disturbance than above- and below-ground enemies|Mueller, Gregor; Horstmeyer, Lena; Roenneburg, Tilman; van Kleunen, Mark; Dawson, Wayne||||JOURNAL OF ECOLOGY|SEP 2016|2016|104|5||||1233|1242||10.1111/1365-2745.12601|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|0|1
Fish communities associated with cold-water corals vary with depth and substratum type|Milligan, Rosanna J.; Spence, Gemma; Roberts, J. Murray; Bailey, David M.||||DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS|AUG 2016|2016|114|||||43|54||10.1016/j.dsr.2016.04.011|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|1
Specialist pollinators deplete pollen in the spring ephemeral wildflower Claytonia virginica|Parker, Alison J.; Williams, Neal M.; Thomson, James D.||||ECOLOGY AND EVOLUTION|AUG 2016|2016|6|15||||5169|5177||10.1002/ece3.2252|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|0
Hedgerow presence does not enhance indicators of nest-site habitat quality or nesting rates of ground-nesting bees|Sardinas, Hillary S.; Ponisio, Lauren C.; Kremen, Claire||||RESTORATION ECOLOGY|JUL 2016|2016|24|4||||499|505||10.1111/rec.12338|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|0
Local landscape heterogeneity affects crop colonization by natural enemies of pests in protected horticultural cropping systems|Aviron, Stephanie; Poggi, Sylvain; Varennes, Yann-David; Lefevre, Amelie||||AGRICULTURE ECOSYSTEMS & ENVIRONMENT|JUL 1 2016|2016|227|||||1|10||10.1016/j.agee.2016.04.013|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|1
Ungulate impacts on herbaceous-layer plant communities in even-aged and uneven-aged managed forests|Murray, Bryan D.; Webster, Christopher R.; Jenkins, Michael A.; Saunders, Michael R.; Haulton, G. Scott||||ECOSPHERE|JUN 2016|2016|7|6||||||e01378|10.1002/ecs2.1378|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|0
Aligning monitoring design with fishery decision-making: examples of management strategy evaluation for reef-associated fisheries|Harford, William J.; Babcock, Elizabeth A.||||AQUATIC LIVING RESOURCES|APR-JUN 2016|2016|29|2||||||205|10.1051/alr/2016018|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|2|0
Large-scale semi-automated acoustic monitoring allows to detect temporal decline of bush-crickets|Jeliazkov, Alienor; Bas, Yves; Kerbiriou, Christian; Julien, Jean-Francois; Penone, Caterina; Le Viol, Isabelle||||GLOBAL ECOLOGY AND CONSERVATION|APR 2016|2016|6|||||208|218||10.1016/j.gecco.2016.02.008|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|1|0
The recovery of Atlantic halibut: a large, long-lived, and exploited marine predator|Trzcinski, M. Kurtis; Bowen, W. Don||||ICES JOURNAL OF MARINE SCIENCE|MAR-APR 2016|2016|73|4||||1104|1114||10.1093/icesjms/fsv266|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|0
Charisma counts: the presence of great apes affects the allocation of research effort in the paleotropics|Marshall, Andrew J.; Meijaard, Erik; Van Cleave, Eric; Sheil, Douglas||||FRONTIERS IN ECOLOGY AND THE ENVIRONMENT|FEB 2016|2016|14|1||||13|19||10.1002/14-0195.1|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|3|0
Age at maturity, skipped spawning, and fecundity of female sablefish (Anoplopoma fimbria) during the spawning season|Rodgveller, Cara J.; Stark, James W.; Echave, Katy B.; Hulson, Peter-John F.||||FISHERY BULLETIN|JAN 2016|2016|114|1||||89|102||10.7755/FB.114.1.8|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|2|0
Combining genetics with age/length data to estimate temporal changes in year-class strength of source populations contributing to mixtures|Tsehaye, Iyob; Brenden, Travis O.; Bence, James R.; Liu, Weihai; Scribner, Kim T.; Kanefsky, Jeannette; Bott, Kristin; Elliott, Robert F.||||FISHERIES RESEARCH|JAN 2016|2016|173||3||SI|236|249||10.1016/j.fishres.2015.09.004|||6|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|3|1
Effect of prey type on the fine-scale feeding behaviour of migrating east Australian humpback whales|Owen, Kylie; Warren, Joseph D.; Noad, Michael J.; Donnelly, David; Goldizen, Anne W.; Dunlop, Rebecca A.||||MARINE ECOLOGY PROGRESS SERIES|DEC 15 2015|2015|541|||||231|244||10.3354/meps11551|||6|1.2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|0
Reconstructing historical and contemporary disease dynamics: A case study using the California slender salamander|Sette, C. M.; Vredenburg, V. T.; Zink, A. G.||||BIOLOGICAL CONSERVATION|DEC 2015|2015|192|||||20|29||10.1016/j.biocon.2015.08.039|||6|1.2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0
Hierarchical statistical framework to combine generalized depletion models and biomass dynamic models in the stock assessment of the Chilean sea urchin (Loxechinus albus) fishery|Roa-Ureta, Ruben H.; Molinet, Carlos; Barahona, Nancy; Araya, Pablo||||FISHERIES RESEARCH|NOV 2015|2015|171||||SI|59|67||10.1016/j.fishres.2014.12.006|||6|1.2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|1|1
Forest regeneration dynamics following bark beetle outbreak in Norway spruce stands: Influence of meso-relief, forest edge distance and deer browsing|Rozman, Andrej; Diaci, Jurij; Krese, Anze; Fidej, Gal; Rozenbergar, Dusan||||FOREST ECOLOGY AND MANAGEMENT|OCT 1 2015|2015|353|||||196|207||10.1016/j.foreco.2015.04.028|||6|1.2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|1
Intrasexual competition and throat color evolution in female three-spined sticklebacks|Yong, Lengxob; Woodall, Benjamin E.; Pierotti, Michele E. R.; McKinnon, Jeffrey S.||||BEHAVIORAL ECOLOGY|JUL-AUG 2015|2015|26|4||||1030|1038||10.1093/beheco/arv037|||6|1.2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|4|0
Lazy males and hardworking females? Sexual conflict over parental care in a brood parasite host and its consequences for chick growth|Pozgayova, Milica; Beno, Radovan; Prochazka, Petr; Jelinek, Vaclav; Abraham, Marek Mihai; Honza, Marcel||||BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY|JUN 2015|2015|69|6||||1053|1061||10.1007/s00265-015-1918-9|||6|1.2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|3|0
Influence of model misspecification, temporal changes, and data weighting in stock assessment models: Application to swordfish (Xiphias gladius) in the Indian Ocean|Wang, Sheng-Ping; Maunder, Mark N.; Nishida, Tom; Chen, Ying-Ru||||FISHERIES RESEARCH|JUN 2015|2015|166||||SI|119|128||10.1016/j.fishres.2014.08.004|5th International Billfish Symposium|NOV 04-08, 2013|6|1.2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|4|0|1
Estimating impacts of the pollock fishery bycatch on western Alaska Chinook salmon|Ianelli, James N.; Stram, Diana L.||||ICES JOURNAL OF MARINE SCIENCE|MAY 2015|2015|72|4||||1159|1172||10.1093/icesjms/fsu173|2nd Fishery Dependent Information Conference|MAR 02-06, 2014|6|1.2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|1|1|0
Simulated mark-recovery for spatial assessment of a spiny lobster (Panulirus argus) fishery|Harford, William J.; Ton, Caroline; Babcock, Elizabeth A.||||FISHERIES RESEARCH|MAY 2015|2015|165|||||42|53||10.1016/j.fishres.2014.12.024|||6|1.2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|1|3
